203,879,0
225,914,1
266,1002,2
270,1002,3
272,992,4
271,1005,5
274,1013,6
275,813,7
276,1015,8
278,1018,9
278,1021,10
279,888,11
280,1026,12
280,919,13
282,1021,14
283,1023,15
284,825,16
288,1228,17
288,940,18
300,977,19
322,970,20
333,1069,21
335,1130,22
341,1000,23
344,780,24
347,892,25
350,1030,26
351,1028,27
351,1052,28
351,1116,29
353,912,30
364,1153,31
365,1100,32
367,1152,33
369,1024,34
371,951,35
375,1349,36
383,981,37
388,838,38
390,1123,39
396,1069,40
407,1059,41
410,1009,42
411,1098,43
412,866,44
413,969,45
412,989,46
413,864,47
424,1370,48
426,1060,49
430,1385,50
430,1453,51
431,990,52
431,999,53
432,1404,54
440,816,55
441,954,56
442,1142,57
442,1302,58
452,1453,59
455,1396,60
458,1180,61
462,1000,62
462,1337,63
463,1477,64
466,1154,65
467,1401,66
473,1011,67
476,1370,68
477,1041,69
478,940,70
481,1080,71
480,1326,72
481,1478,73
485,636,74
487,1510,75
488,1087,76
492,1479,77
492,1263,78
493,652,79
495,1454,80
495,1211,81
498,1510,82
497,1522,83
499,1000,84
500,1415,85
504,1382,86
507,1093,87
506,1122,88
507,1219,89
508,1347,90
510,1326,91
512,1097,92
514,829,93
517,1605,94
521,1550,95
523,1171,96
523,1523,97
526,1128,98
525,1152,99
525,1502,100
527,1465,101
529,1428,102
534,1105,103
538,914,104
542,1430,105
546,815,106
547,1347,107
548,1349,108
551,1259,109
552,1263,110
553,1553,111
556,1155,112
559,809,113
559,1101,114
564,1508,115
566,761,116
567,891,117
569,761,118
569,1434,119
569,884,120
570,1436,121
572,1547,122
576,1362,123
575,1511,124
578,1435,125
584,788,126
585,797,127
585,898,128
586,1364,129
589,873,130
591,1433,131
595,787,132
595,1056,133
595,1065,134
595,1549,135
597,869,136
602,1549,137
604,1517,138
614,1550,139
620,1362,140
622,1430,141
628,1000,142
628,1004,143
628,1259,144
633,1552,145
637,1514,146
639,1427,147
642,1426,148
655,982,149
657,1224,150
657,1230,151
659,1346,152
668,1502,153
668,1505,154
674,858,155
679,1620,156
679,1024,157
684,1410,158
690,1410,159
694,1483,160
705,835,161
709,1174,162
711,1166,163
718,1389,164
718,1459,165
724,1400,166
730,1260,167
737,424,168
742,1363,169
742,1366,170
743,1419,171
746,1532,172
745,1418,173
754,407,174
761,1396,175
765,1434,176
767,1499,177
767,1502,178
771,1335,179
776,661,180
783,1583,181
784,1348,182
784,1352,183
784,1478,184
789,1572,185
794,1455,186
794,1459,187
803,1492,188
805,1436,189
809,1549,190
810,1539,191
827,908,192
828,1505,193
829,786,194
833,1231,195
837,1570,196
841,1376,197
847,586,198
846,663,199
847,1454,200
849,544,201
849,551,202
852,913,203
855,1181,204
855,1686,205
855,1798,206
857,1144,207
858,1113,208
858,1424,209
860,1080,210
868,1589,211
874,781,212
877,870,213
879,1381,214
881,1625,215
897,1599,216
923,1478,217
926,1091,218
927,1449,219
931,927,220
933,902,221
936,755,222
958,1604,223
960,1603,224
961,688,225
989,876,226
993,796,227
998,1603,228
1001,1496,229
1002,1448,230
1002,792,231
1008,857,232
1024,828,233
1034,838,234
1035,840,235
1056,872,236
1074,1009,237
1094,812,238
1112,525,239
1117,971,240
1143,769,241
1146,1300,242
1153,597,243
1173,1364,244
1189,1351,245
1197,666,246
1198,1351,247
1204,902,248
1226,710,249
1228,635,250
1242,469,251
1243,1548,252
1246,1679,253
1252,616,254
1266,502,255
1266,767,256
1272,670,257
1275,599,258
1280,660,259
1295,1525,260
1300,818,261
1302,642,262
1305,570,263
1308,730,264
1317,726,265
1326,801,266
1333,614,267
1341,702,268
1345,1628,269
1351,776,270
1356,840,271
1372,674,272
1372,1094,273
1373,753,274
1385,569,275
1400,1602,276
1407,723,277
1407,726,278
1416,598,279
1425,629,280
1427,1179,281
1435,1166,282
1453,792,283
1453,796,284
1458,797,285
1467,966,286
1471,1131,287
1496,528,288
1495,777,289
1496,1011,290
1510,1555,291
1546,476,292
1551,963,293
1552,989,294
1555,864,295
1555,838,296
1564,617,297
1564,722,298
1569,1368,299
1582,1530,300
1583,740,301
1587,962,302
1587,997,303
1589,799,304
1592,799,305
1594,767,306
1596,674,307
1616,726,308
1626,754,309
1637,783,310
1637,1148,311
1648,1080,312
1674,872,313
1689,864,314
1732,1039,315
1768,1223,316
1795,1173,317
1796,1210,318
1797,1191,319
1797,1393,320
1799,1390,321
1801,1313,322
1822,1378,323
1830,1304,324
